,Game_result,Citizen,Mafia,Don,Sheriff
2859,мафия,"[(1, 'Амахонда'), (2, 'Бордо'), (3, 'Сарказм'), (4, 'Лача'), (6, 'Ник'), (10, 'Одиннадцатый')]","[(7, 'Абрам'), (8, 'Анархия')]","(9, 'Дин')","(5, 'Ятна')"
2860,мафия,"[(2, 'Одиннадцатый'), (4, 'Ник'), (5, 'Джипси'), (6, 'Амахонда'), (7, 'Бордо'), (10, 'Анархия')]","[(1, 'Лача'), (9, 'Дин')]","(8, 'Абрам')","(3, 'Ятна')"
2861,город,"[(3, 'Малыш'), (4, 'Джипси'), (5, 'Ник'), (6, 'Абрам'), (8, 'Бордо'), (10, 'Лача')]","[(2, 'Одиннадцатый'), (7, 'Анархия')]","(9, 'Дин')","(1, 'Ятна')"
2862,город,"[(1, 'Лача'), (2, 'Дин'), (5, 'Бордо'), (7, 'Ник'), (9, 'Ятна'), (10, 'Малыш')]","[(4, 'Одиннадцатый'), (6, 'Абрам')]","(8, 'Джипси')","(3, 'Амахонда')"
2863,город,"[(2, 'Абрам'), (4, 'Одиннадцатый'), (7, 'Ник'), (8, 'Дин'), (9, 'Анархия'), (10, 'Лача')]","[(1, 'Ятна'), (5, 'Малыш')]","(3, 'Бордо')","(6, 'Джипси')"
2864,город,"[(1, 'Джипси'), (2, 'Малыш'), (4, 'Дин'), (5, 'Шкода'), (6, 'Сарказм'), (10, 'Ник')]","[(3, 'Марта'), (7, 'Лача')]","(8, 'Мадонна')","(9, 'Полицейский')"
2865,город,"[(2, 'Лача'), (3, 'Setti'), (5, 'Джипси'), (6, 'Ятна'), (9, 'Борщ'), (10, 'Шкода')]","[(1, 'Амахонда'), (8, 'Малыш')]","(4, 'Ник')","(7, 'Мадонна')"
2866,город,"[(1, 'Шкода'), (5, 'Марта'), (6, 'Мадонна'), (7, 'Борщ'), (8, 'Ятна'), (10, 'Амахонда')]","[(3, 'Дин'), (4, 'Сарказм')]","(2, 'Ник')","(9, 'Полицейский')"
2867,мафия,"[(1, 'Сарказм'), (4, 'Аниморф'), (7, 'Полицейский'), (8, 'Ник'), (9, 'Setti'), (10, 'Ятна')]","[(2, 'Малыш'), (3, 'Амахонда')]","(5, 'Мадонна')","(6, 'Дин')"
2868,город,"[(1, 'Борщ'), (2, 'Ник'), (3, 'Малыш'), (5, 'Вольфрам'), (6, 'Бордо'), (10, 'Амахонда')]","[(4, 'Мадонна'), (7, 'Анархия')]","(8, 'Марта')","(9, 'Лача')"
2869,мафия,"[(2, 'Ник'), (3, 'Лача'), (4, 'Анархия'), (5, 'Вольфрам'), (6, 'Дин'), (8, 'Бордо')]","[(9, 'Малыш'), (10, 'Джипси')]","(1, 'Амахонда')","(7, 'Марта')"
2870,мафия,"[(1, 'Борщ'), (2, 'Анархия'), (3, 'Ник'), (4, 'Мадонна'), (5, 'Лача'), (6, 'Абрам')]","[(8, 'Джипси'), (9, 'Вольфрам')]","(7, 'Амахонда')","(10, 'Бордо')"
2871,мафия,"[(1, 'Бордо'), (3, 'Амахонда'), (4, 'Абрам'), (8, 'Джипси'), (9, 'Вольфрам'), (10, 'Марта')]","[(5, 'Дин'), (6, 'Мадонна')]","(2, 'Малыш')","(7, 'Ник')"
2872,мафия,"[(1, 'Лача'), (2, 'Абрам'), (5, 'Мадонна'), (7, 'Ник'), (8, 'Вольфрам'), (10, 'Амахонда')]","[(3, 'Дин'), (6, 'Борщ')]","(9, 'Марта')","(4, 'Малыш')"
2873,мафия,"[(2, 'Марта'), (4, 'Вольфрам'), (5, 'Борщ'), (6, 'Ник'), (7, 'Flash'), (9, 'Бордо')]","[(3, 'Амахонда'), (8, 'Лача')]","(1, 'Полицейский')","(10, 'Мадонна')"
2874,мафия,"[(2, 'Вольфрам'), (4, 'Борщ'), (7, 'Setti'), (8, 'Джипси'), (9, 'Дин'), (10, 'Малыш')]","[(1, 'Лача'), (5, 'Шкода')]","(3, 'Анархия')","(6, 'Flash')"
2875,мафия,"[(1, 'Дин'), (2, 'Полицейский'), (5, 'Марта'), (7, 'Амахонда'), (8, 'Flash'), (9, 'Ник')]","[(4, 'Вольфрам'), (6, 'Анархия')]","(3, 'Джипси')","(10, 'Бордо')"
2876,мафия,"[(1, 'Полицейский'), (3, 'Лача'), (5, 'Ник'), (6, 'Абрам'), (8, 'Малыш'), (9, 'Дин')]","[(4, 'Flash'), (10, 'Шкода')]","(7, 'Анархия')","(2, 'Setti')"
2877,мафия,"[(3, 'Бордо'), (4, 'Джипси'), (5, 'Борщ'), (6, 'Амахонда'), (7, 'Ник'), (9, 'Вольфрам')]","[(1, 'Малыш'), (2, 'Мадонна')]","(10, 'Марта')","(8, 'Абрам')"
2878,город,"[(1, 'Амахонда'), (4, 'Гость'), (5, 'Шкода'), (8, 'Борщ'), (9, 'Ник'), (10, 'Лача')]","[(2, 'Анархия'), (6, 'Хохольчик')]","(7, 'Джипси')","(3, 'Полицейский')"
2879,мафия,"[(1, 'Ник'), (2, 'Малыш'), (3, 'Полицейский'), (6, 'Джипси'), (9, 'Лача'), (10, 'Амахонда')]","[(4, 'Анархия'), (5, 'Дин')]","(7, 'Бордо')","(8, 'Гость')"
2880,мафия,"[(4, 'Гость'), (6, 'Шкода'), (7, 'Анархия'), (8, 'Дин'), (9, 'Бордо'), (10, 'Амахонда')]","[(2, 'Lynch'), (5, 'Борщ')]","(1, 'Хохольчик')","(3, 'Лача')"
2881,мафия,"[(1, 'Гость'), (2, 'Амахонда'), (3, 'Lynch'), (8, 'Шкода'), (9, 'Ник'), (10, 'Малыш')]","[(4, 'Гость'), (6, 'Дин')]","(7, 'Бордо')","(5, 'Борщ')"
2882,мафия,"[(1, 'Гость'), (3, 'Хохольчик'), (5, 'Борщ'), (7, 'Дин'), (8, 'Анархия'), (10, 'Lynch')]","[(2, 'Амахонда'), (6, 'Бордо')]","(9, 'Малыш')","(4, 'Ник')"
2883,мафия,"[(1, 'Полицейский'), (2, 'Гость'), (3, 'Лача'), (5, 'Flash'), (8, 'Ник'), (10, 'Малыш')]","[(7, 'Дин'), (9, 'Анархия')]","(6, 'Мадонна')","(4, 'Вольфрам')"
2884,город,"[(1, 'Гость'), (3, 'Анархия'), (6, 'Lawliet'), (7, 'Полицейский'), (9, 'Мадонна'), (10, 'Дин')]","[(5, 'Марта'), (8, 'Борщ')]","(2, 'Вольфрам')","(4, 'Бордо')"
2885,мафия,"[(1, 'Flash'), (2, 'Ник'), (6, 'Малыш'), (7, 'Бордо'), (8, 'Лача'), (10, 'Гость')]","[(3, 'Дин'), (5, 'Борщ')]","(4, 'Полицейский')","(9, 'Анархия')"
2886,мафия,"[(1, 'Lawliet'), (2, 'Малыш'), (5, 'Дин'), (6, 'Вольфрам'), (7, 'Марта'), (8, 'Ник')]","[(3, 'Лача'), (9, 'Мадонна')]","(10, 'Бордо')","(4, 'Flash')"
2887,мафия,"[(1, 'Дин'), (3, 'Борщ'), (4, 'Flash'), (6, 'Вольфрам'), (9, 'Гость'), (10, 'Ник')]","[(2, 'Lawliet'), (7, 'Марта')]","(8, 'Малыш')","(5, 'Мадонна')"
2888,мафия,"[(1, 'Лача'), (5, 'Вольфрам'), (6, 'Бордо'), (8, 'Flash'), (9, 'Джипси'), (10, 'Малыш')]","[(4, 'Lawliet'), (7, 'Гость')]","(3, 'Дин')","(2, 'Setti')"
2889,город,"[(1, 'Марта'), (3, 'Вольфрам'), (5, 'Лача'), (6, 'Бордо'), (9, 'Джипси'), (10, 'Дин')]","[(2, 'Гость'), (8, 'Ник')]","(4, 'Малыш')","(7, 'Flash')"
2890,мафия,"[(1, 'Lawliet'), (2, 'Лача'), (3, 'Вольфрам'), (4, 'Коломбо'), (6, 'Джипси'), (7, 'Дин')]","[(8, 'Марта'), (10, 'Ник')]","(5, 'Гость')","(9, 'Бордо')"
2891,мафия,"[(1, 'Марта'), (2, 'Lawliet'), (3, 'Бордо'), (4, 'Flash'), (9, 'Вольфрам'), (10, 'Ник')]","[(5, 'Гость'), (8, 'Малыш')]","(7, 'Абрам')","(6, 'Коломбо')"
2892,мафия,"[(1, 'Дин'), (5, 'Ник'), (6, 'Абрам'), (7, 'Малыш'), (8, 'Flash'), (9, 'Марта')]","[(4, 'Вольфрам'), (10, 'Lawliet')]","(2, 'Лача')","(3, 'Коломбо')"
2893,город,"[(2, 'Лача'), (4, 'Амахонда'), (7, 'Вольфрам'), (8, 'Flash'), (9, 'Дин'), (10, 'Борщ')]","[(5, 'Малыш'), (6, 'Полицейский')]","(1, 'Абрам')","(3, 'Анархия')"
2894,город,"[(1, 'Бордо'), (2, 'Flash'), (3, 'Ник'), (4, 'Абрам'), (6, 'Setti'), (7, 'Джипси')]","[(8, 'Вольфрам'), (10, 'Дин')]","(9, 'Лача')","(5, 'Анархия')"
2895,город,"[(2, 'Ник'), (3, 'Абрам'), (7, 'Лача'), (8, 'Амахонда'), (9, 'Джипси'), (10, 'Flash')]","[(1, 'Марта'), (5, 'Анархия')]","(6, 'Вольфрам')","(4, 'Малыш')"
2896,город,"[(1, 'Setti'), (2, 'Ник'), (3, 'Абрам'), (6, 'Амахонда'), (7, 'Дин'), (10, 'Вольфрам')]","[(4, 'Анархия'), (9, 'Малыш')]","(5, 'Бордо')","(8, 'Лача')"
2897,мафия,"[(1, 'Flash'), (3, 'Бордо'), (5, 'Лача'), (6, 'Дин'), (7, 'Амахонда'), (10, 'Марта')]","[(8, 'Ник'), (9, 'Вольфрам')]","(4, 'Абрам')","(2, 'Малыш')"
2898,город,"[(1, 'Амахонда'), (3, 'Лача'), (5, 'Flash'), (6, 'Setti'), (7, 'Бордо'), (8, 'Ник')]","[(4, 'Абрам'), (10, 'Дин')]","(9, 'Малыш')","(2, 'Вольфрам')"
2899,город,"[(2, 'Trevery'), (3, 'Абрам'), (5, 'Вольфрам'), (7, 'Дин'), (8, 'Гость'), (10, 'Лача')]","[(6, 'Малыш'), (9, 'Flash')]","(1, 'Марта')","(4, 'Анархия')"
2900,мафия,"[(1, 'Дин'), (2, 'Абрам'), (4, 'Лача'), (5, 'Полицейский'), (6, 'Вольфрам'), (8, 'Setti')]","[(3, 'Ник'), (7, 'Trevery')]","(9, 'Малыш')","(10, 'Амахонда')"
2901,мафия,"[(2, 'Абрам'), (3, 'Trevery'), (4, 'Полицейский'), (6, 'Ник'), (8, 'Анархия'), (10, 'Вольфрам')]","[(5, 'Лача'), (9, 'Марта')]","(7, 'Бордо')","(1, 'Flash')"
2902,мафия,"[(1, 'Амахонда'), (3, 'Бордо'), (5, 'Абрам'), (8, 'Setti'), (9, 'Полицейский'), (10, 'Ник')]","[(2, 'Анархия'), (4, 'Малыш')]","(7, 'Flash')","(6, 'Дин')"
2903,город,"[(1, 'Полицейский'), (2, 'Дин'), (3, 'Flash'), (5, 'Гость'), (7, 'Trevery'), (8, 'Малыш')]","[(6, 'Бордо'), (10, 'Марта')]","(4, 'Вольфрам')","(9, 'Ник')"
2904,город,"[(2, 'Лача'), (4, 'Одиннадцатый'), (5, 'Вольфрам'), (6, 'Амахонда'), (8, 'Анархия'), (10, 'Night')]","[(1, 'Бордо'), (7, 'Джипси')]","(3, 'Малыш')","(9, 'Дин')"
2905,город,"[(3, 'Вольфрам'), (4, 'Лача'), (5, 'Малыш'), (6, 'Амахонда'), (8, 'Trevery'), (10, 'Бордо')]","[(7, 'Одиннадцатый'), (9, 'Flash')]","(1, 'Night')","(2, 'Марта')"
2906,мафия,"[(1, 'Бордо'), (2, 'Flash'), (7, 'Анархия'), (8, 'Setti'), (9, 'Джипси'), (10, 'Лача')]","[(4, 'Night'), (5, 'Дин')]","(6, 'Trevery')","(3, 'Малыш')"
2907,город,"[(1, 'Малыш'), (2, 'Дин'), (5, 'Анархия'), (6, 'Марта'), (8, 'Flash'), (10, 'Бордо')]","[(4, 'Амахонда'), (7, 'Вольфрам')]","(9, 'Одиннадцатый')","(3, 'Джипси')"
2908,мафия,"[(1, 'Trevery'), (2, 'Лача'), (5, 'Flash'), (7, 'Вольфрам'), (8, 'Night'), (10, 'Дин')]","[(3, 'Setti'), (4, 'Малыш')]","(6, 'Гость')","(9, 'Одиннадцатый')"
2909,город,"[(1, 'Борщ'), (2, 'Вольфрам'), (4, 'Дин'), (6, 'Марта'), (7, 'Ник'), (9, 'Джипси')]","[(5, 'Flash'), (10, 'Лача')]","(8, 'Малыш')","(3, 'Бордо')"
2910,мафия,"[(1, 'Лача'), (2, 'Полицейский'), (3, 'Малыш'), (7, 'Бордо'), (9, 'Ник'), (10, 'Борщ')]","[(4, 'Дин'), (8, 'Flash')]","(6, 'Вольфрам')","(5, 'Марта')"
2911,мафия,"[(4, 'Flash'), (5, 'Полицейский'), (6, 'Бордо'), (8, 'Вольфрам'), (9, 'Ник'), (10, 'Борщ')]","[(3, 'Малыш'), (7, 'Марта')]","(1, 'Лача')","(2, 'Джипси')"
2912,город,"[(2, 'Джипси'), (3, 'Flash'), (5, 'Малыш'), (7, 'Марта'), (8, 'Вольфрам'), (10, 'Полицейский')]","[(1, 'Борщ'), (6, 'Ник')]","(4, 'Лача')","(9, 'Бордо')"
2913,город,"[(2, 'Вольфрам'), (3, 'Дин'), (4, 'Лача'), (5, 'Джипси'), (7, 'Малыш'), (8, 'Flash')]","[(1, 'Бордо'), (10, 'Марта')]","(6, 'Абрам')","(9, 'Ник')"
2914,мафия,"[(2, 'Бордо'), (3, 'Ник'), (4, 'Setti'), (5, 'Борщ'), (8, 'Малыш'), (9, 'Лача')]","[(6, 'Дин'), (7, 'Гость')]","(1, 'Джипси')","(10, 'Абрам')"
2915,мафия,"[(1, 'Ник'), (2, 'Flash'), (3, 'Джипси'), (8, 'Марта'), (9, 'Вольфрам'), (10, 'Малыш')]","[(6, 'Борщ'), (7, 'Бордо')]","(4, 'Абрам')","(5, 'Дин')"
2916,город,"[(1, 'Борщ'), (2, 'Дин'), (5, 'Ник'), (7, 'Вольфрам'), (8, 'Setti'), (9, 'Малыш')]","[(3, 'Flash'), (6, 'Гость')]","(4, 'Лача')","(10, 'Бордо')"
2917,город,"[(2, 'Дин'), (3, 'Лача'), (5, 'Гость'), (8, 'Вольфрам'), (9, 'Марта'), (10, 'Ник')]","[(4, 'Flash'), (6, 'Абрам')]","(1, 'Джипси')","(7, 'Малыш')"
2918,мафия,"[(1, 'Полицейский'), (3, 'Абрам'), (7, 'D.O.N.S.'), (8, 'Малыш'), (9, 'Марта'), (10, 'Бордо')]","[(4, 'Вольфрам'), (6, 'Лача')]","(2, 'Дин')","(5, 'Анархия')"
2919,город,"[(1, 'Flash'), (2, 'Анархия'), (3, 'Setti'), (4, 'Гость'), (5, 'Дин'), (8, 'Малыш')]","[(7, 'Лача'), (10, 'Абрам')]","(9, 'Вольфрам')","(6, 'Полицейский')"
2920,мафия,"[(1, 'Дин'), (2, 'Лача'), (6, 'Полицейский'), (7, 'Абрам'), (8, 'D.O.N.S.'), (9, 'Бордо')]","[(4, 'Марта'), (5, 'Flash')]","(10, 'Малыш')","(3, 'Джипси')"
2921,мафия,"[(4, 'Джипси'), (5, 'Анархия'), (6, 'Гость'), (7, 'Вольфрам'), (8, 'Малыш'), (9, 'Лача')]","[(2, 'D.O.N.S.'), (3, 'Setti')]","(1, 'Гость')","(10, 'Flash')"
2922,мафия,"[(4, 'Марта'), (5, 'Мадонна'), (6, 'Лача'), (7, 'Абрам'), (8, 'Анархия'), (10, 'Гость')]","[(1, 'Дин'), (3, 'Flash')]","(2, 'Вольфрам')","(9, 'Полицейский')"
2923,мафия,"[(1, 'Малыш'), (3, 'D.O.N.S.'), (5, 'Мадонна'), (7, 'Абрам'), (8, 'Вольфрам'), (9, 'Дин')]","[(2, 'Setti'), (10, 'Flash')]","(6, 'Полицейский')","(4, 'Джипси')"
2924,город,"[(1, 'Пластелин'), (5, 'Стелла'), (6, 'Какой-то парень'), (8, 'Вещий'), (9, 'Гость'), (10, 'POISON')]","[(4, 'Ганнибал'), (7, 'Turbo')]","(3, 'Гость')","(2, 'Raffinad')"
2925,город,"[(1, 'Гость'), (3, 'Какой-то парень'), (5, 'Вещий'), (6, 'Пластелин'), (9, 'Turbo'), (10, 'Гость')]","[(2, 'Raffinad'), (7, 'Гость')]","(8, 'Гунилла')","(4, 'POISON')"
2926,мафия,"[(2, 'Ганнибал'), (3, 'Какой-то парень'), (4, 'Вещий'), (6, 'POISON'), (7, 'ВИТО'), (9, 'Стелла')]","[(1, 'Пластелин'), (8, 'Raffinad')]","(5, 'Гость')","(10, 'Turbo')"
2927,город,"[(2, 'POISON'), (3, 'Raffinad'), (4, 'ВИТО'), (7, 'Гость'), (8, 'Стелла'), (9, 'Вещий')]","[(1, 'Гость'), (10, 'Гунилла')]","(6, 'Гость')","(5, 'Turbo')"
2928,мафия,"[(3, 'Raffinad'), (4, 'Morty'), (5, 'Turbo'), (6, 'Вещий'), (7, 'Стелла'), (10, 'Mark')]","[(1, 'Какой-то парень'), (2, 'POISON')]","(8, 'Гунилла')","(9, 'Mr. Fun')"
2929,город,"[(3, 'Вещий'), (4, 'Mark'), (6, 'Стелла'), (7, 'Mr. Fun'), (8, 'Turbo'), (9, 'POISON')]","[(1, 'Джульетта'), (2, 'Гунилла')]","(5, 'Raffinad')","(10, 'Morty')"
2930,мафия,"[(1, 'Mark'), (4, 'Вещий'), (6, 'Какой-то парень'), (7, 'Гунилла'), (8, 'Стелла'), (9, 'Morty')]","[(3, 'Raffinad'), (10, 'Turbo')]","(2, 'Mr. Fun')","(5, 'Джульетта')"
2931,мафия,"[(1, 'Mark'), (2, 'Джульетта'), (4, 'POISON'), (8, 'Стелла'), (9, 'Mr. Fun'), (10, 'Гунилла')]","[(5, 'Turbo'), (6, 'Какой-то парень')]","(3, 'Raffinad')","(7, 'Morty')"
2932,город,"[(1, 'Inna'), (4, 'Джон'), (6, 'МАРИО'), (8, 'Гунилла'), (9, 'Turbo'), (10, 'POISON')]","[(3, 'Дерзкий'), (7, 'Гость')]","(2, 'Пикитан')","(5, 'Lord_Bart')"
2933,мафия,"[(2, 'Дерзкий'), (4, 'Биби'), (5, 'Turbo'), (6, 'Гунилла'), (7, 'Гость'), (9, 'Джон')]","[(1, 'Гость'), (8, 'Lord_Bart')]","(3, 'Inna')","(10, 'Вещий')"
2934,мафия,"[(1, 'POISON'), (2, 'Дерзкий'), (3, 'Raffinad'), (6, 'Мистикор'), (7, 'Пикитан'), (8, 'Биби')]","[(5, 'Губернатор'), (10, 'Turbo')]","(4, 'МАРИО')","(9, 'Гость')"
2935,мафия,"[(5, 'Гунилла'), (6, 'Мягкий'), (7, 'Джон'), (8, 'Lord_Bart'), (9, 'Вещий'), (10, 'Гость')]","[(1, 'Гость'), (4, 'Inna')]","(3, 'Raffinad')","(2, 'Дерзкий')"
2936,город,"[(1, 'Гунилла'), (2, 'Вещий'), (3, 'Гость'), (7, 'Мягкий'), (9, 'Мистикор'), (10, 'Биби')]","[(4, 'POISON'), (8, 'Пикитан')]","(5, 'Turbo')","(6, 'Inna')"
2937,город,"[(2, 'Мистикор'), (3, 'Inna'), (5, 'Lord_Bart'), (8, 'МАРИО'), (9, 'Turbo'), (10, 'Гунилла')]","[(6, 'Raffinad'), (7, 'Гость')]","(1, 'Джон')","(4, 'Биби')"
2938,город,"[(1, 'Биби'), (3, 'Губернатор'), (4, 'Raffinad'), (6, 'Гунилла'), (7, 'МАРИО'), (8, 'Гость')]","[(2, 'Пикитан'), (5, 'Вещий')]","(10, 'Turbo')","(9, 'POISON')"
2939,мафия,"[(3, 'Губернатор'), (4, 'Биби'), (6, 'Turbo'), (7, 'Гость'), (8, 'Пикитан'), (9, 'Lord_Bart')]","[(5, 'Raffinad'), (10, 'Гунилла')]","(1, 'Вещий')","(2, 'МАРИО')"
2940,город,"[(1, 'Пикитан'), (3, 'МАРИО'), (5, 'POISON'), (6, 'Какой-то парень'), (7, '11'), (10, 'Гунилла')]","[(4, 'Lord_Bart'), (9, 'Гость')]","(2, 'Вещий')","(8, 'Феникс')"
2941,мафия,"[(1, 'Пикитан'), (4, 'Вещий'), (5, 'МАРИО'), (7, 'Гость'), (8, 'Феникс'), (10, 'POISON')]","[(2, 'Какой-то парень'), (6, 'Гунилла')]","(9, 'Биби')","(3, 'Lord_Bart')"
2942,мафия,"[(1, 'POISON'), (3, 'Гунилла'), (4, '11'), (5, 'Raffinad'), (6, 'Lord_Bart'), (9, 'Феникс')]","[(7, 'Биби'), (8, 'Вещий')]","(10, 'Какой-то парень')","(2, 'Губернатор')"
2943,город,"[(3, 'Вещий'), (4, 'Ганнибал'), (5, 'Turbo'), (6, 'Raffinad'), (9, 'Гунилла'), (10, 'Lord_Bart')]","[(2, 'GeneVa'), (7, 'Duncan MacLeod')]","(8, 'Пикитан')","(1, 'POISON')"
2944,мафия,"[(1, 'Ганнибал'), (2, 'POISON'), (3, 'Вещий'), (7, 'Raffinad'), (8, 'Пикитан'), (10, 'Turbo')]","[(6, 'Lord_Bart'), (9, 'Duncan MacLeod')]","(4, 'Гунилла')","(5, 'Гость')"
2945,мафия,"[(1, 'Lord_Bart'), (2, 'Little Secret'), (5, 'Гунилла'), (6, 'Raffinad'), (8, 'Duncan MacLeod'), (9, 'Гость')]","[(3, 'Ганнибал'), (10, 'Turbo')]","(4, 'Вещий')","(7, 'POISON')"
2946,город,"[(3, 'Ганнибал'), (5, 'POISON'), (6, 'Вещий'), (7, 'Duncan MacLeod'), (8, 'Гунилла'), (10, 'GeneVa')]","[(2, 'Raffinad'), (4, 'Гость')]","(1, 'Little Secret')","(9, 'Lord_Bart')"
2947,мафия,"[(1, 'POISON'), (5, 'Гунилла'), (6, 'Вещий'), (7, '11'), (8, 'Lord_Bart'), (9, 'Петросян')]","[(2, 'Turbo'), (10, 'Raffinad')]","(4, 'МАРИО')","(3, 'Ганнибал')"
2948,мафия,"[(3, 'Какой-то парень'), (4, 'Пелагея'), (5, '11'), (6, 'МАРИО'), (7, 'Джон'), (8, 'Вещий')]","[(2, 'Гунилла'), (10, 'Turbo')]","(1, 'Гость')","(9, 'Мистикор')"
2949,город,"[(3, 'Биби'), (4, 'Феникс'), (5, 'Гость'), (6, 'Ганнибал'), (7, 'Lord_Bart'), (8, 'Петросян')]","[(9, 'POISON'), (10, 'Raffinad')]","(2, 'Гость')","(1, 'Гунилла')"
2950,мафия,"[(1, 'Джон'), (3, '11'), (4, 'Turbo'), (6, 'Пелагея'), (9, 'Какой-то парень'), (10, 'Вещий')]","[(2, 'Мистикор'), (5, 'Петросян')]","(8, 'Гунилла')","(7, 'Гость')"
2951,мафия,"[(1, 'Raffinad'), (4, 'Губернатор'), (5, 'Феникс'), (6, 'Биби'), (8, 'Гунилла'), (10, 'Turbo')]","[(2, 'POISON'), (7, 'Гость')]","(3, 'Пелагея')","(9, 'Lord_Bart')"
2952,мафия,"[(1, 'POISON'), (3, 'Lord_Bart'), (4, 'Bafra'), (6, 'Turbo'), (7, 'Ганнибал'), (10, 'Raffinad')]","[(5, 'Гунилла'), (8, 'Вещий')]","(9, 'SouljaBoy')","(2, 'Little Secret')"
2953,мафия,"[(1, 'Вещий'), (2, 'Raffinad'), (4, 'Ганнибал'), (5, 'Левиафан'), (7, 'Пикитан'), (8, 'Lord_Bart')]","[(6, 'Гунилла'), (9, 'POISON')]","(3, 'SouljaBoy')","(10, 'Turbo')"
2954,мафия,"[(1, 'Вещий'), (3, 'Гость'), (4, 'Raffinad'), (6, 'POISON'), (7, 'Ганнибал'), (8, 'Пикитан')]","[(5, 'Гунилла'), (9, 'Lord_Bart')]","(10, 'Turbo')","(2, 'SouljaBoy')"
2955,город,"[(1, 'Raffinad'), (4, 'Lord_Bart'), (5, 'Ганнибал'), (8, 'POISON'), (9, 'Гость'), (10, 'Пикитан')]","[(6, 'Turbo'), (7, 'Вещий')]","(2, 'SouljaBoy')","(3, 'Гунилла')"
2956,город,"[(2, 'Raffinad'), (3, 'Ганнибал'), (4, 'Turbo'), (7, 'Пикитан'), (8, 'Lord_Bart'), (10, 'Гунилла')]","[(5, 'Гость'), (6, 'Вещий')]","(1, 'POISON')","(9, 'SouljaBoy')"
2957,мафия,"[(2, 'Незлая'), (3, 'Недобрый'), (4, 'Пластелин'), (5, 'POISON'), (8, 'Гость'), (10, 'Гость')]","[(1, 'МАРИО'), (9, 'Вещий')]","(7, 'Goldie')","(6, 'Ганнибал')"
2958,город,"[(2, 'Гость'), (3, 'POISON'), (4, 'Ганнибал'), (7, 'Гость'), (9, 'Lord_Bart'), (10, 'Пластелин')]","[(5, 'Гунилла'), (8, 'Goldie')]","(1, 'Raffinad')","(6, 'Вещий')"
2959,мафия,"[(1, 'Гость'), (3, 'Lord_Bart'), (4, 'Гость'), (6, 'Недобрый'), (8, 'Пластелин'), (10, 'МАРИО')]","[(5, 'Незлая'), (7, 'Гунилла')]","(9, 'Raffinad')","(2, 'Вещий')"
2960,мафия,"[(1, 'POISON'), (3, 'Raffinad'), (4, 'МАРИО'), (5, 'Вещий'), (7, 'Недобрый'), (9, 'Lord_Bart')]","[(8, 'Незлая'), (10, 'Гунилла')]","(6, 'Пластелин')","(2, 'Ганнибал')"
2961,мафия,"[(1, 'Феникс'), (2, 'Биби'), (7, 'Raffinad'), (8, 'Гость'), (9, 'Lord_Bart'), (10, 'POISON')]","[(3, 'Гунилла'), (4, 'Губернатор')]","(6, 'МАРИО')","(5, 'Ганнибал')"
2962,мафия,"[(1, 'Rafael'), (2, 'Duncan MacLeod'), (3, 'POISON'), (4, 'Губернатор'), (7, 'Гунилла'), (10, 'Ганнибал')]","[(8, 'МАРИО'), (9, 'Lord_Bart')]","(5, 'Феникс')","(6, 'Raffinad')"
2963,мафия,"[(1, 'Гость'), (2, 'Биби'), (3, 'МАРИО'), (5, 'Феникс'), (6, 'Raffinad'), (9, 'Гость')]","[(4, 'Duncan MacLeod'), (10, 'Rafael')]","(8, 'POISON')","(7, 'Гость')"
2964,город,"[(1, 'POISON'), (2, 'Губернатор'), (3, 'Duncan MacLeod'), (4, 'Гость'), (6, 'Гость'), (7, 'Феникс')]","[(8, 'Ганнибал'), (9, 'Гунилла')]","(10, 'Lord_Bart')","(5, 'Raffinad')"
2965,мафия,"[(5, 'Недобрый'), (6, 'Незлая'), (7, 'Гунилла'), (8, 'Duncan MacLeod'), (9, 'Raffinad'), (10, 'POISON')]","[(2, 'МАРИО'), (3, 'Пикитан')]","(1, 'Lord_Bart')","(4, 'Борода')"
2966,мафия,"[(2, 'Пикитан'), (3, 'Гость'), (4, 'МАРИО'), (5, 'Борода'), (6, 'Вещий'), (7, 'Ганнибал')]","[(9, 'Raffinad'), (10, 'Незлая')]","(1, 'Duncan MacLeod')","(8, 'Гунилла')"
2967,город,"[(1, 'Ганнибал'), (2, 'Гунилла'), (3, 'Duncan MacLeod'), (6, 'Незлая'), (7, 'Кармелла'), (10, 'Пикитан')]","[(8, 'Недобрый'), (9, 'Lord_Bart')]","(4, 'POISON')","(5, 'Вещий')"
2968,город,"[(1, 'Duncan MacLeod'), (2, 'Кармелла'), (3, 'Вещий'), (6, 'Lord_Bart'), (8, 'POISON'), (9, 'Ганнибал')]","[(5, 'Гунилла'), (10, 'МАРИО')]","(4, 'Raffinad')","(7, 'Гость')"
2969,город,"[(1, 'POISON'), (4, 'Кармелла'), (5, 'Гость'), (6, 'Duncan MacLeod'), (7, 'Гунилла'), (9, 'Lord_Bart')]","[(3, 'Незлая'), (10, 'Turbo')]","(2, 'Недобрый')","(8, 'МАРИО')"
2970,город,"[(2, 'Ганнибал'), (5, 'Duncan MacLeod'), (7, 'Гунилла'), (8, 'Борода'), (9, 'МАРИО'), (10, 'Turbo')]","[(4, 'Lord_Bart'), (6, 'Raffinad')]","(3, 'Вещий')","(1, 'POISON')"
